date,site,toggle,depth_range_m,deep_ft,shallow_ft,deep_m,shallow_m,divers,net_type,net_num,clarity,bedrock,boulder,cobble,gravel,small_gravel,sand,silt,hard_clay,veg_low,veg_mid,veg_high,clad,veg_cover,veg_1,veg_2,veg_3,veg_4,veg_5
8/2/2023,DAG3,1,48-45,48,45,14.6,13.7,LK,EXP,1 to 9,2.8,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
8/2/2023,DAG3,1,45-40,45,40,13.7,12.2,LK,EXP,1 to 9,2.8,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
8/2/2023,DAG3,1,40-35,40,35,12.2,10.6,SAB,EXP,1 to 9,2.8,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
8/2/2023,DAG3,1,35-30,35,30,10.6,9.1,SAB,EXP,1 to 9,2.8,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
8/2/2023,DAG3,1,30-25,30,25,9.1,7.6,SAB,EXP,1 to 9,2.8,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
8/2/2023,DAG3,1,25-20,25,20,7.6,6.1,SAB,EXP,1 to 9,2.8,0,0,0,0,0,10,90,0,P,P,A,UNK,40,1,0.5,0.3,0.1,0.1
8/2/2023,DAG3,1,20-15,20,15,6.1,4.6,SAB,EXP,1 to 9,2.8,0,0,0,0,0,10,90,0,P,P,A,UNK,90,1,1,0.5,0.1,0.1
8/2/2023,DAG3,1,15-10,15,10,4.6,3,SAB,EXP,1 to 9,2.8,0,0,0,0,0,90,10,0,P,P,A,UNK,80,1,1,0.5,0.3,0.1
8/2/2023,DAG3,1,5-Oct,10,5,3,1.5,SAB,EXP,1 to 9,2.8,0,0,0,0,0,30,70,0,P,P,P,UNK,100,1,1.5,1.5,1.5,0.1
8/2/2023,DAG3,1,48-45,48,45,14.6,13.7,SAB,EXP,1 to 9,2.8,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
8/2/2023,DAG3,1,45-40,45,40,13.7,12.2,SAB,EXP,1 to 9,2.8,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
8/2/2023,DAG3,1,18-15,18,15,5.5,4.6,LK,CORE,10,2.8,0,0,0,0,0,0,100,0,P,A,A,UNK,25,0.3,0.3,0.5,0.5,0.5
8/2/2023,DAG3,1,18-15,18,15,5.5,4.6,SAB,CORE,10,2.8,0,0,0,0,0,0,100,0,P,P,P,UNK,40,1.5,1,1,0.3,0.1
8/3/2023,PEP3,1,35-30,35,30,10.6,9.1,LK,EXP,1 to 8,4.7,0,0,0,0,0,15,85,0,P,A,A,UNK,5,0.1,0.1,0.1,0.3,0.3
8/3/2023,PEP3,1,30-25,30,25,9.1,7.6,LK,EXP,1 to 8,4.7,0,0,0,0,0,15,85,0,P,A,A,UNK,40,0.1,0.1,0.1,0.1,0.1
8/3/2023,PEP3,1,25-20,25,20,7.6,6.1,LK,EXP,1 to 8,4.7,0,0,0,0,0,20,80,0,P,A,A,UNK,75,0.3,0.1,0.1,0.1,0.1
8/3/2023,PEP3,1,20-15,20,15,6.1,4.6,LK,EXP,1 to 8,4.7,0,0,0,0,0,20,80,0,A,A,P,UNK,97,2,2,2,1.5,1.5
8/3/2023,PEP3,1,15-10,15,10,4.6,3,LK,EXP,1 to 8,4.7,0,0,0,0,0,50,50,0,P,A,A,UNK,85,0.1,0.1,0.1,0.3,0.5
8/3/2023,PEP3,1,5-Oct,10,5,3,1.5,LK,EXP,1 to 8,4.7,20,0,0,0,0,75,5,0,P,A,A,UNK,15,0.1,0.1,0.1,0.3,0.3
8/3/2023,PEP3,1,45-40,45,40,13.7,12.2,LK,EXP,1 to 8,4.7,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PEP3,1,40-35,40,35,12.2,10.6,LK,EXP,1 to 8,4.7,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PEP3,1,35-30,35,30,10.6,9.1,SAB,EXP,1 to 8,4.7,0,0,0,0,0,0,100,0,P,A,A,UNK,20,0.5,0.5,0.3,0.3,0.1
8/3/2023,PEP3,1,30-25,30,25,9.1,7.6,SAB,EXP,1 to 8,4.7,0,0,0,0,0,50,50,0,P,A,A,UNK,60,0.1,0.1,0.1,0.1,0.3
8/3/2023,PEP3,1,25-20,25,20,7.6,6.1,SAB,EXP,1 to 8,4.7,0,0,0,0,0,50,50,0,P,P,A,UNK,90,1,0.1,0.1,0.1,0.3
8/3/2023,PEP3,1,20-15,20,15,6.1,4.6,SAB,EXP,1 to 8,4.7,0,0,0,0,0,0,99,1,P,P,A,UNK,99,1,1,1,0.5,0.1
8/3/2023,PEP3,1,15-10,15,10,4.6,3,SAB,EXP,1 to 8,4.7,0,0,0,0,0,20,80,0,P,P,A,UNK,100,0.1,0.1,0.1,0.1,1
8/3/2023,PEP3,1,5-Oct,10,5,3,1.5,SAB,EXP,1 to 8,4.7,0,5,0,5,0,90,0,0,P,A,A,UNK,5,0.1,0.1,0.1,0.1,0.1
8/3/2023,PEP3,1,45-40,45,40,13.7,12.2,SAB,EXP,1 to 8,4.7,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PEP3,1,40-35,40,35,12.2,10.6,SAB,EXP,1 to 8,4.7,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PEP3,1,20-15,20,15,6.1,4.6,LK,CORE,10,4.7,10,0,0,0,10,80,0,0,P,A,A,P,65,0.1,0.1,0.1,0.5,1
8/3/2023,PEP3,1,15-10,15,10,4.6,3,LK,CORE,10,4.7,60,0,0,20,20,0,0,0,P,A,A,P,5,0.1,0.1,0.1,0.1,0.1
8/3/2023,PEP3,1,5-Oct,10,5,3,1.5,LK,CORE,10,4.7,80,10,0,10,0,0,0,0,A,A,A,P,0,0,0,0,0,0
8/3/2023,PEP3,1,30-25,30,25,9.1,7.6,LK,CORE,10,4.7,0,0,0,0,0,100,0,0,P,A,A,UNK,5,0.1,0.1,0.1,0.1,0.5
8/3/2023,PEP3,1,25-20,25,20,7.6,6.1,LK,CORE,10,4.7,0,0,0,0,0,100,0,0,P,A,A,UNK,25,0.01,0.01,0.01,0.3,1
8/3/2023,PEP3,1,20-15,20,15,6.1,4.6,SAB,CORE,10,4.7,0,2,0,0,0,90,8,0,P,A,A,UNK,60,1,1,0.1,0.1,0.5
8/3/2023,PEP3,1,15-10,15,10,4.6,3,SAB,CORE,10,4.7,0,40,0,0,30,30,0,0,P,A,A,UNK,5,0.5,0.5,0.5,0.5,0.5
8/3/2023,PEP3,1,5-Oct,10,5,3,1.5,SAB,CORE,10,4.7,0,40,10,10,20,20,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PEP3,1,30-25,30,25,9.1,7.6,SAB,CORE,10,4.7,0,0,0,0,0,100,0,0,P,P,A,UNK,5,1,1,0.3,0.1,1
8/3/2023,PEP3,1,25-20,25,20,7.6,6.1,SAB,CORE,10,4.7,0,0,0,0,0,90,10,0,P,A,A,UNK,40,0.1,0.1,0.1,0.1,0.3
8/3/2023,NTS2,1,18-17,18,17,5.5,5.2,LK,CORE,10,3.1,0,0,0,0,0,100,0,0,P,A,A,P,10,0.1,0.1,0.1,0.1,0.3
8/3/2023,NTS2,1,18-17,18,17,5.5,5.2,SAB,CORE,10,3.1,0,0,0,0,0,80,20,0,P,P,A,UNK,70,1,0.1,0.1,0.1,0.3
8/3/2023,NTS2,1,40-35,40,35,12.2,10.6,LK,EXP,"4,6,7,8,9",3.1,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,NTS2,1,35-30,35,30,10.6,9.1,LK,EXP,"4,6,7,8,9",3.1,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,NTS2,1,30-25,30,25,9.1,7.6,LK,EXP,"4,6,7,8,9",3.1,0,0,0,0,0,0,100,0,P,A,A,UNK,30,0.3,0.3,0.3,0.1,0.1
8/3/2023,NTS2,1,25-20,25,20,7.6,6.1,LK,EXP,"4,6,7,8,9",3.1,0,0,0,0,0,0,100,0,P,P,A,UNK,95,0.5,0.5,0.5,0.5,1
8/3/2023,NTS2,1,20-18,20,18,6.1,5.5,LK,EXP,"4,6,7,8,9",3.1,0,0,0,0,0,0,100,0,P,A,A,UNK,65,0.5,0.5,0.5,0.5,0.5
8/3/2023,NTS2,1,48-45,48,45,14.6,13.7,LK,EXP,"4,6,7,8,9",3.1,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,NTS2,1,45-40,45,40,13.7,12.2,LK,EXP,"4,6,7,8,9",3.1,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,NTS2,1,40-35,40,35,12.2,10.6,SAB,EXP,"4,6,7,8,9",3.1,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,NTS2,1,35-30,35,30,10.6,9.1,SAB,EXP,"4,6,7,8,9",3.1,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,NTS2,1,30-25,30,25,9.1,7.6,SAB,EXP,"4,6,7,8,9",3.1,0,0,0,0,0,0,100,0,P,A,A,UNK,20,0.5,0.1,0.1,0.1,0.3
8/3/2023,NTS2,1,25-20,25,20,7.6,6.1,SAB,EXP,"4,6,7,8,9",3.1,0,0,0,0,0,0,100,0,P,A,A,UNK,60,0.1,0.1,0.1,0.7,0.5
8/3/2023,NTS2,1,20-18,20,18,6.1,5.5,SAB,EXP,"4,6,7,8,9",3.1,0,0,0,0,0,0,100,0,P,A,A,UNK,60,0.5,0.1,0.1,0.1,0.1
8/3/2023,NTS2,1,48-45,48,45,14.6,13.7,SAB,EXP,"4,6,7,8,9",3.1,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,NTS2,1,45-40,45,40,13.7,12.2,SAB,EXP,"4,6,7,8,9",3.1,0,0,0,0,0,0,100,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,NTS2,1,5-Oct,10,5,3,1.5,LK,EXP,"1-3,5",3.1,0,0,0,0,0,10,20,70,P,A,A,UNK,50,0.1,0.1,0.1,0.2,0.5
8/3/2023,NTS2,1,19-15,19,15,5.8,4.6,LK,EXP,"1-3,5",3.1,0,0,0,0,0,0,50,50,P,A,A,UNK,30,0.3,0.3,0.1,0.1,0.1
8/3/2023,NTS2,1,15-10,15,10,4.6,3,LK,EXP,"1-3,5",3.1,0,0,0,0,0,40,10,50,P,A,A,UNK,65,0.3,0.3,0.3,0.3,0.5
8/3/2023,NTS2,1,5-Oct,10,5,3,1.5,SAB,EXP,"1-3,5",3.1,0,0,0,0,0,20,40,40,P,A,A,UNK,40,0.3,0.3,0.1,0.1,0.05
8/3/2023,NTS2,1,19-15,19,15,5.8,4.6,SAB,EXP,"1-3,5",3.1,0,0,0,0,0,40,40,20,P,A,A,UNK,60,0.05,0.05,0.5,0.5,0.1
8/3/2023,NTS2,1,15-10,15,10,4.6,3,SAB,EXP,"1-3,5",3.1,0,2,0,0,0,8,40,50,P,A,A,UNK,30,0.5,0.5,0.5,0.3,0.1
8/3/2023,PYR3,1,45-40,45,40,13.7,12.2,LK,CORE,"10,20",3.3,0,0,0,10,25,65,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,40-35,40,35,12.2,10.6,LK,CORE,"10,20",3.3,0,0,0,10,25,65,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,35-30,35,30,10.6,9.1,LK,CORE,"10,20",3.3,0,0,0,10,25,65,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,30-25,30,25,9.1,7.6,LK,CORE,"10,20",3.3,0,0,0,10,30,60,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,25-20,25,20,7.6,6.1,LK,CORE,"10,20",3.3,0,0,0,10,70,20,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,20-15,20,15,6.1,4.6,LK,CORE,"10,20",3.3,0,0,0,10,90,0,0,0,P,A,A,UNK,3,0.1,0.1,0.1,0.1,0.1
8/3/2023,PYR3,1,15-10,15,10,4.6,3,LK,CORE,"10,20",3.3,0,20,0,10,70,0,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,5-Oct,10,5,3,1.5,LK,CORE,"10,20",3.3,20,15,0,0,10,0,0,55,P,A,A,UNK,15,0.01,0.01,0.01,0.01,0.01
8/3/2023,PYR3,1,55-50,55,50,16.7,15.2,LK,CORE,"10,20",3.3,0,0,0,10,10,80,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,50-45,50,45,15.2,13.7,LK,CORE,"10,20",3.3,0,0,0,10,25,65,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,45-40,45,40,13.7,12.2,SAB,CORE,"10,20",3.3,0,0,0,5,20,75,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,40-35,40,35,12.2,10.6,SAB,CORE,"10,20",3.3,0,0,0,5,20,75,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,35-30,35,30,10.6,9.1,SAB,CORE,"10,20",3.3,0,0,0,5,20,75,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,30-25,30,25,9.1,7.6,SAB,CORE,"10,20",3.3,0,0,0,0,10,85,5,0,P,A,A,UNK,5,0.05,0.05,0.05,0.05,0.05
8/3/2023,PYR3,1,25-20,25,20,7.6,6.1,SAB,CORE,"10,20",3.3,0,0,0,0,20,80,0,0,P,A,A,UNK,5,0.05,0.05,0.05,0.05,0.05
8/3/2023,PYR3,1,20-15,20,15,6.1,4.6,SAB,CORE,"10,20",3.3,0,0,0,0,20,80,0,0,P,A,A,UNK,5,0.1,0.1,0.1,0.1,0.1
8/3/2023,PYR3,1,15-10,15,10,4.6,3,SAB,CORE,"10,20",3.3,0,0,10,10,20,60,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,5-Oct,10,5,3,1.5,SAB,CORE,"10,20",3.3,0,0,10,10,10,0,0,70,P,A,A,UNK,10,0.05,0.05,0.05,0.05,0.05
8/3/2023,PYR3,1,55-50,55,50,16.7,15.2,SAB,CORE,"10,20",3.3,0,0,5,0,10,85,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,50-45,50,45,15.2,13.7,SAB,CORE,"10,20",3.3,0,0,0,5,20,75,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,55-5,45,40,13.7,12.2,LK,EXP,1 to 9,3.3,0,0,0,0,55,45,0,0,A,A,A,UNK,0,0,0,0,0,0
8/4/2023,PYR4,1,55-6,40,35,12.2,10.6,LK,EXP,2 to 9,3.3,0,0,0,0,55,45,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,55-5,35,30,10.6,9.1,LK,EXP,1 to 9,3.3,0,0,0,0,35,65,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,30-25,30,25,9.1,7.6,LK,EXP,1 to 9,3.3,0,0,0,0,20,80,0,0,P,A,A,UNK,45,0.5,0.5,0.5,0.3,0.3
8/3/2023,PYR3,1,25-20,25,20,7.6,6.1,LK,EXP,1 to 9,3.3,0,0,0,0,70,30,0,0,P,A,A,UNK,30,0.01,0.01,0.01,0.1,0.3
8/3/2023,PYR3,1,20-15,20,15,6.1,4.6,LK,EXP,1 to 9,3.3,0,0,0,5,90,5,0,0,P,A,A,UNK,25,0.01,0.1,0.1,0.1,0.5
8/3/2023,PYR3,1,55-5,15,10,4.6,3,LK,EXP,1 to 9,3.3,0,0,0,5,95,0,0,0,P,A,A,UNK,1,0.01,0.01,0.01,0.01,0.01
8/3/2023,PYR3,1,55-5,10,5,3,1.5,LK,EXP,1 to 9,3.3,40,30,0,0,30,0,0,0,P,A,A,UNK,1,0.01,0.01,0.01,0.01,0.01
8/3/2023,PYR3,1,55-50,55,50,16.7,15.2,LK,EXP,1 to 9,3.3,0,0,0,10,0,50,40,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,50-45,50,45,15.2,13.7,LK,EXP,1 to 9,3.3,0,0,0,0,20,70,10,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,45-40,45,40,13.7,12.2,SAB,EXP,1 to 9,3.3,0,0,0,5,30,65,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,40-35,40,35,12.2,10.6,SAB,EXP,1 to 9,3.3,0,0,0,0,0,100,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,35-30,35,30,10.6,9.1,SAB,EXP,1 to 9,3.3,0,0,0,0,0,100,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,30-25,30,25,9.1,7.6,SAB,EXP,1 to 9,3.3,0,0,0,0,0,100,0,0,P,P,A,UNK,60,1,0.5,0.5,0.3,0.1
8/3/2023,PYR3,1,25-20,25,20,7.6,6.1,SAB,EXP,1 to 9,3.3,0,0,0,0,0,100,0,0,P,P,A,UNK,40,1,0.5,0.5,0.3,0.1
8/3/2023,PYR3,1,20-15,20,15,6.1,4.6,SAB,EXP,1 to 9,3.3,0,1,0,0,20,79,0,0,P,P,A,UNK,20,0.3,0.1,0.1,0.5,1
8/3/2023,PYR3,1,15-10,15,10,4.6,3,SAB,EXP,1 to 9,3.3,0,0,0,5,30,65,0,0,P,P,A,UNK,5,1,1,0.1,0.1,0.1
8/3/2023,PYR3,1,5-Oct,10,5,3,1.5,SAB,EXP,1 to 9,3.3,0,20,20,10,20,30,0,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,55-50,55,50,16.7,15.2,SAB,EXP,1 to 9,3.3,0,0,0,0,0,80,20,0,A,A,A,UNK,0,0,0,0,0,0
8/3/2023,PYR3,1,50-45,50,45,15.2,13.7,SAB,EXP,1 to 9,3.3,0,0,0,5,0,85,10,0,A,A,A,UNK,0,0,0,0,0,0
8/4/2023,NTS3,1,18-17,18,17,5.5,5.2,LK,CORE,10,3.2,0,0,0,0,0,0,100,0,P,P,A,UNK,95,0.3,0.3,0.5,1,0.1
8/4/2023,NTS3,1,30-25,30,25,9.1,7.6,LK,EXP,1 to 6,3.2,0,0,0,0,0,0,100,0,P,A,A,UNK,5,0.1,0.1,0.1,0.1,0.1
8/4/2023,NTS3,1,25-20,25,20,7.6,6.1,LK,EXP,1 to 6,3.2,0,0,0,0,0,20,80,0,P,A,A,UNK,55,0.3,0.3,0.3,0.3,0.1
8/4/2023,NTS3,1,20-15,20,15,6.1,4.6,LK,EXP,1 to 6,3.2,0,0,0,0,0,20,80,0,P,A,A,UNK,95,0.3,0.3,0.5,0.1,0.1
8/4/2023,NTS3,1,15-10,15,10,4.6,3,LK,EXP,1 to 6,3.2,0,0,0,0,0,25,75,0,P,A,A,P,85,0.01,0.01,0.3,0.3,0.5
8/4/2023,NTS3,1,5-Oct,10,5,3,1.5,LK,EXP,1 to 6,3.2,0,0,0,0,0,25,10,65,P,A,A,P,65,0.01,0.01,0.01,0.3,0.5
8/4/2023,NTS3,1,30-25,30,25,9.1,7.6,SAB,EXP,1 to 6,4.5,0,0,0,0,0,0,100,0,P,A,A,UNK,20,0.2,0.2,0.2,0.2,0.1
8/4/2023,NTS3,1,25-20,25,20,7.6,6.1,SAB,EXP,1 to 6,4.5,0,0,0,0,0,0,100,0,P,A,A,UNK,65,0.5,0.3,0.2,0.1,0.1
8/4/2023,NTS3,1,20-15,20,15,6.1,4.6,SAB,EXP,1 to 6,4.5,0,0,0,0,0,0,100,0,P,A,A,UNK,100,0.5,0.5,0.3,0.05,0.5
8/4/2023,NTS3,1,15-10,15,10,4.6,3,SAB,EXP,1 to 6,4.5,2,0,0,0,0,30,65,3,P,P,A,UNK,99,1,0.5,0.5,0.5,0.1
8/4/2023,NTS3,1,5-Oct,10,5,3,1.5,SAB,EXP,1 to 6,4.5,10,0,0,0,0,60,10,20,P,A,A,UNK,80,0.5,0.1,0.1,0.05,0.05
